GTDB	MICROBE	MICR_NT_PLUS_COMPL_EUK	INVERTEBRATE	PLANT	VERTEBRATE_OTHER	VERTEBRATE_MAMMALIAN	NT	COMBINED
@endo_97:-:8176:8206:30e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_815:-:9739:9779:40e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_227:-:1737:1794:57e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_677:+:3317:3367:50e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_407:-:9925:9956:31e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_771:-:1742:1772:30e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_744:+:1942:1974:32e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_518:-:6356:6408:52e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_139:-:5004:5039:35e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_520:-:4595:4634:39e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_505:-:8340:8406:66e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_948:-:7024:7056:32e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_556:+:3924:3956:32e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_236:+:924:1005:81e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_602:-:9899:9955:56e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_144:+:9634:9679:45e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_964:-:6471:6514:43e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_945:-:927:979:52e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_697:+:7368:7416:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_396:-:7511:7570:59e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_45:+:7808:7869:61e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_679:-:1957:2004:47e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_803:-:3046:3083:37e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_753:+:8403:8450:47e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_717:-:3284:3333:49e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_452:-:8232:8280:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_226:+:6304:6341:37e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_989:-:4698:4762:64e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_374:+:222:279:57e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_710:+:7867:7903:36e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_658:+:4800:4872:72e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_722:-:7728:7764:36e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_82:+:6964:7008:44e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_714:-:1895:1928:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_223:+:6477:6513:36e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_817:+:1830:1874:44e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_964:-:2563:2616:53e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_211:-:3284:3334:50e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_448:-:1744:1813:69e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_381:-:1061:1099:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_157:-:6297:6329:32e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_535:-:2553:2586:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_843:-:7088:7137:49e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_621:+:9381:9422:41e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_976:+:7833:7883:50e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_146:-:2218:2252:34e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_557:+:5004:5047:43e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_494:-:6757:6805:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_77:-:7049:7091:42e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_704:+:6697:6728:31e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_45:-:3337:3368:31e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_839:-:8155:8197:42e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_523:+:7468:7499:31e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_527:-:6224:6289:65e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_27:-:102:157:55e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_257:+:6264:6311:47e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_91:-:1682:1721:39e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_131:-:4122:4155:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_460:-:82:131:49e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_616:+:8365:8431:66e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_680:-:1323:1361:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_125:-:9069:9107:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_287:-:7258:7310:52e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_110:+:3138:3184:46e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_174:+:5801:5861:60e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_890:-:4476:4507:31e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_19:+:6271:6305:34e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_608:-:9402:9456:54e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_566:-:8103:8137:34e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_309:+:8439:8487:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_567:-:6035:6073:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_58:+:9684:9747:63e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_687:-:3900:3940:40e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_626:+:2228:2273:45e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_119:+:4053:4088:35e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_114:+:7559:7609:50e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_788:-:8105:8155:50e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_463:+:9948:9988:40e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_820:-:2577:2636:59e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_439:-:1679:1728:49e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_192:-:402:437:35e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_403:+:9366:9396:30e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_403:+:7642:7707:65e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_77:+:8833:8883:50e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_711:+:1825:1864:39e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_626:+:4916:4974:58e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_323:+:4654:4692:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_119:-:5989:6043:54e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_253:+:5491:5537:46e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_672:+:498:544:46e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_208:+:2923:2956:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_789:-:8720:8764:44e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_467:+:758:803:45e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_280:-:7744:7793:49e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_282:+:9613:9674:61e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_317:-:1396:1430:34e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_800:-:8629:8666:37e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_565:+:8177:8216:39e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_959:+:117:183:66e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_432:-:3940:3992:52e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_476:+:8023:8054:31e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_652:-:8259:8296:37e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_11:-:6895:6931:36e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_271:+:5671:5706:35e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_136:-:1941:1984:43e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_76:+:970:1018:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_843:+:5544:5582:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_143:+:9372:9414:42e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_244:+:3164:3216:52e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_142:-:6719:6765:46e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_392:-:6503:6559:56e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_910:+:592:656:64e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_481:+:6468:6528:60e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_243:-:4745:4776:31e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_449:+:7606:7650:44e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_84:+:7085:7128:43e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_836:-:8805:8835:30e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_34:+:837:875:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_440:-:3891:3944:53e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_957:+:6463:6511:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_467:-:2497:2536:39e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_22:+:1917:1987:70e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_309:-:4166:4202:36e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_521:-:152:186:34e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_561:+:6:70:64e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_991:-:1638:1671:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_600:-:4364:4431:67e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_425:+:9003:9038:35e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_815:-:4821:4874:53e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_239:-:7731:7793:62e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_194:+:368:409:41e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_757:+:7377:7415:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_43:-:2530:2561:31e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_583:+:2266:2296:30e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_278:+:648:684:36e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_542:-:8177:8221:44e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_390:-:7298:7381:83e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_962:-:8539:8585:46e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_376:-:6613:6650:37e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_804:-:7742:7788:46e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_555:-:1230:1317:87e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_225:-:803:856:53e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_852:-:562:616:54e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_253:-:4248:4296:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_693:+:7018:7076:58e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_45:+:3288:3321:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_720:+:9544:9603:59e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_431:-:3012:3076:64e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_182:-:990:1054:64e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_804:-:6965:7005:40e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_13:+:6281:6319:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_76:-:5792:5830:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_845:+:1143:1176:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_551:+:7273:7334:61e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_169:+:7472:7512:40e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_457:+:3778:3811:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_26:+:9288:9339:51e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_845:-:1110:1144:34e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_773:+:2782:2824:42e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_60:-:7745:7788:43e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_687:+:3105:3137:32e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_984:-:5553:5611:58e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_755:-:1967:2011:44e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_133:+:3289:3325:36e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_571:-:1468:1501:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_780:+:2753:2788:35e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_941:+:7201:7244:43e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_398:-:9879:9920:41e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_85:+:4615:4657:42e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_927:-:2912:2950:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_211:+:4224:4276:52e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_351:+:3896:3954:58e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_86:+:5341:5373:32e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_200:+:3346:3394:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_707:+:7604:7652:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_383:+:4748:4779:31e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_426:+:2217:2281:64e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_436:+:5160:5200:40e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_11:-:9597:9629:32e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_177:-:4556:4609:53e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_126:+:1520:1566:46e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_485:-:9095:9139:44e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_933:-:1478:1510:32e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_59:-:3484:3527:43e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_240:+:7275:7330:55e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_367:+:1133:1184:51e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_80:-:6900:6941:41e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_390:-:4337:4402:65e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_660:+:2240:2285:45e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_594:-:773:810:37e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_139:-:3990:4020:30e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_143:+:1095:1133:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_415:+:223:271:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_408:-:7585:7633:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_257:-:1263:1315:52e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_518:+:5745:5777:32e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_883:+:1072:1114:42e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_647:-:7684:7718:34e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_241:+:5359:5415:56e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_38:+:6087:6138:51e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_417:-:2225:2285:60e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_655:+:2297:2337:40e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_406:+:1992:2022:30e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_952:+:8484:8522:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_566:-:1742:1772:30e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_900:+:2574:2604:30e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_496:-:3251:3308:57e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_734:-:2071:2112:41e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_281:-:600:633:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_644:+:43:76:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_384:+:5624:5682:58e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_480:-:1197:1241:44e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_746:-:5899:5953:54e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_563:+:541:584:43e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_412:+:904:965:61e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_991:+:4115:4149:34e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_951:-:7824:7874:50e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_155:+:1124:1183:59e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_128:-:1109:1149:40e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_943:+:9015:9061:46e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_691:+:3608:3657:49e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_597:+:1917:1951:34e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_427:-:8182:8223:41e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_119:+:3931:3969:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_735:-:4267:4314:47e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_619:+:4191:4255:64e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_214:-:3853:3898:45e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_282:+:8755:8805:50e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_210:+:1111:1157:46e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_825:+:5474:5516:42e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_785:+:562:606:44e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_474:-:351:404:53e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_242:+:4836:4893:57e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_862:-:8239:8275:36e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_326:-:4959:4992:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_984:+:2566:2605:39e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_386:+:4196:4248:52e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_284:-:7262:7305:43e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_129:+:6785:6839:54e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_222:+:3852:3885:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_669:-:2102:2135:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_2:-:7561:7596:35e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_901:+:7385:7441:56e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_15:+:8753:8801:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_162:-:7812:7878:66e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_677:-:2647:2692:45e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_251:+:329:365:36e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_98:+:4978:5041:63e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_682:+:8367:8422:55e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_904:+:286:346:60e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_30:+:460:492:32e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_755:+:9361:9392:31e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_240:-:681:722:41e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_959:-:4229:4275:46e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_293:+:5464:5511:47e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_701:+:9612:9672:60e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_407:-:6144:6213:69e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_963:+:9637:9685:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_730:+:2563:2611:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_400:+:7444:7491:47e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_882:+:6593:6630:37e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_428:-:696:744:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_49:-:5009:5039:30e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_497:-:7964:8004:40e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_946:+:8962:8997:35e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_639:-:5815:5856:41e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_900:-:7497:7549:52e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_880:-:5146:5184:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_936:+:7439:7485:46e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_767:-:5670:5711:41e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_857:-:9766:9797:31e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_22:+:1727:1772:45e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_790:-:2646:2679:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_492:+:9848:9890:42e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_323:+:5505:5542:37e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_304:+:5681:5711:30e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_59:+:5209:5245:36e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_753:-:8399:8434:35e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_657:-:9569:9603:34e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_595:-:3541:3593:52e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_818:-:5759:5813:54e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_884:-:4697:4791:94e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_481:+:6002:6033:31e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_255:+:5343:5386:43e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_885:+:2774:2827:53e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_340:+:3163:3223:60e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_724:+:3874:3911:37e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_647:-:8311:8347:36e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_624:+:7063:7117:54e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_762:-:1012:1057:45e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_97:-:6021:6057:36e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_576:-:6858:6894:36e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_657:-:2103:2140:37e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_798:-:5736:5782:46e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_314:+:2889:2928:39e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_239:+:8770:8809:39e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_670:+:6765:6803:38e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_886:-:9504:9561:57e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_304:+:6029:6071:42e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_583:+:4605:4649:44e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_744:-:3383:3425:42e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_918:+:5172:5221:49e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_502:-:9073:9127:54e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_590:-:835:901:66e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_509:+:2595:2629:34e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_456:-:734:769:35e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_10:+:8177:8231:54e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_713:+:2242:2274:32e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_91:+:7894:7969:75e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_27:+:1398:1434:36e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_938:-:768:839:71e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_751:+:133:184:51e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_922:-:5307:5361:54e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_802:-:3175:3209:34e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_631:+:7218:7251:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_257:-:7627:7666:39e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_61:+:2668:2735:67e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_43:-:4983:5023:40e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_229:+:4540:4585:45e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_878:+:7844:7883:39e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_570:-:5762:5835:73e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_79:+:8644:8704:60e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_905:-:3070:3112:42e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_844:+:7114:7176:62e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_235:+:3751:3787:36e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_871:+:7986:8062:76e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_979:+:8449:8483:34e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_853:-:1882:1915:33e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_413:-:5845:5899:54e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_251:+:2208:2256:48e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_911:-:9552:9587:35e1_0-2/1	0	0	0	0	0	0	0	0	0
@endo_863:-:836:893:57e1_0-2/1	0	0	0	0	0	0	0	0	0
